1.000000000000000000e+00,-1.012375231538341631e-31,-1.041297780557129493e-34,7.450770437920074064e-32
2.000000000000000000e+00,-2.057647323608398438e+01,-6.171927261352539062e+01,1.000000000000000000e+03
1.000000000000000000e+00,2.966979026794433594e+01,-4.831842422485351562e+00,6.671351318359375000e+02
2.000000000000000000e+00,-2.966988372802734375e+01,4.832151412963867188e+00,6.671350708007812500e+02
3.000000000000000000e+00,-2.888409042358398438e+01,4.448288440704345703e+00,6.824902343750000000e+02
4.000000000000000000e+00,2.888476371765136719e+01,-4.447405338287353516e+00,6.824902954101562500e+02
5.000000000000000000e+00,-2.985936546325683594e+01,1.325680160522460938e+01,9.887832641601562500e+02
6.000000000000000000e+00,-3.162652778625488281e+01,1.325680160522460938e+01,1.007322875976562500e+03
7.000000000000000000e+00,2.095148849487304688e+01,-3.718805551528930664e+00,3.107810363769531250e+02
8.000000000000000000e+00,-2.095148849487304688e+01,3.718802690505981445e+00,3.107810363769531250e+02
9.000000000000000000e+00,2.980617332458496094e+01,-1.311908817291259766e+01,9.878032836914062500e+02
1.000000000000000000e+01,3.145222282409667969e+01,-1.318248844146728516e+01,1.005782348632812500e+03
1.100000000000000000e+01,-2.201098823547363281e+01,2.707111835479736328e+00,3.294327697753906250e+02
1.200000000000000000e+01,2.201098823547363281e+01,-2.707108736038208008e+00,3.294327697753906250e+02
1.300000000000000000e+01,-1.735017967224121094e+01,1.732979297637939453e+00,1.954069976806640625e+02
1.400000000000000000e+01,1.735017967224121094e+01,-1.732979416847229004e+00,1.954069976806640625e+02
1.500000000000000000e+01,-1.610985183715820312e+01,3.090851783752441406e+00,1.788672027587890625e+02
1.600000000000000000e+01,1.610985183715820312e+01,-3.090851545333862305e+00,1.788672027587890625e+02
1.700000000000000000e+01,1.052777481079101562e+01,-2.591284036636352539e+00,7.180757141113281250e+01
1.800000000000000000e+01,-1.052777481079101562e+01,2.591284036636352539e+00,7.180757141113281250e+01
1.900000000000000000e+01,1.167740631103515625e+01,-5.992027521133422852e-01,8.343694305419921875e+01
2.000000000000000000e+01,-1.167740631103515625e+01,5.992027521133422852e-01,8.343694305419921875e+01
2.100000000000000000e+01,2.420798413969513860e-25,-8.465380388979385408e-26,5.948041793726506327e-25
2.200000000000000000e+01,-5.585254031138612497e-25,8.706915115164877431e-27,5.948041793726506327e-25
2.300000000000000000e+01,5.585252058986349445e-25,-8.465380388979385408e-26,2.058012007236300879e-25
2.400000000000000000e+01,-2.420800386121776913e-25,8.706915115164877431e-27,2.058012007236300879e-25
2.500000000000000000e+01,1.979870986938476562e+01,-3.171880245208740234e+00,6.671049804687500000e+02
2.600000000000000000e+01,9.897930145263671875e+00,-1.584314465522766113e+00,6.670908203125000000e+02
2.700000000000000000e+01,4.958807039656676352e-05,-1.502092782175168395e-04,6.670842285156250000e+02
2.800000000000000000e+01,-9.898026466369628906e+00,1.584618568420410156e+00,6.670907592773437500e+02
2.900000000000000000e+01,-1.979861640930175781e+01,3.171570062637329102e+00,6.671049804687500000e+02
3.000000000000000000e+01,-2.960715675354003906e+01,4.795556068420410156e+00,6.683332519531250000e+02
3.100000000000000000e+01,-2.954041099548339844e+01,4.761128425598144531e+00,6.695542602539062500e+02
3.200000000000000000e+01,-2.947613716125488281e+01,4.723965644836425781e+00,6.707656250000000000e+02
3.300000000000000000e+01,-2.941003608703613281e+01,4.687212467193603516e+00,6.719710693359375000e+02
3.400000000000000000e+01,-2.934545516967773438e+01,4.651971817016601562e+00,6.731678466796875000e+02
3.500000000000000000e+01,-2.928126335144042969e+01,4.617154598236083984e+00,6.743558959960937500e+02
3.600000000000000000e+01,-2.921831893920898438e+01,4.585198402404785156e+00,6.755363159179687500e+02
3.700000000000000000e+01,-2.915749359130859375e+01,4.554086685180664062e+00,6.767078857421875000e+02
3.800000000000000000e+01,-2.909764671325683594e+01,4.526651859283447266e+00,6.778732910156250000e+02
3.900000000000000000e+01,-2.904147720336914062e+01,4.500742435455322266e+00,6.790311279296875000e+02
4.000000000000000000e+01,-2.898583030700683594e+01,4.479082584381103516e+00,6.801848754882812500e+02
4.100000000000000000e+01,-2.893516540527343750e+01,4.460931777954101562e+00,6.813328857421875000e+02
4.200000000000000000e+01,-1.924986839294433594e+01,2.988390922546386719e+00,6.824790649414062500e+02
4.300000000000000000e+01,-9.622995376586914062e+00,1.497765898704528809e+00,6.824713134765625000e+02
4.400000000000000000e+01,-3.074016130995005369e-04,-3.328637976665049791e-04,6.824704589843750000e+02
4.500000000000000000e+01,9.623615264892578125e+00,-1.497071146965026855e+00,6.824713134765625000e+02
4.600000000000000000e+01,1.924922561645507812e+01,-2.989145040512084961e+00,6.824790039062500000e+02
4.700000000000000000e+01,2.893453025817871094e+01,-4.461845397949218750e+00,6.813328857421875000e+02
4.800000000000000000e+01,2.898640441894531250e+01,-4.478159904479980469e+00,6.801848144531250000e+02
4.900000000000000000e+01,2.904096412658691406e+01,-4.501644134521484375e+00,6.790311889648437500e+02
5.000000000000000000e+01,2.909807586669921875e+01,-4.525811195373535156e+00,6.778731689453125000e+02
5.100000000000000000e+01,2.915714836120605469e+01,-4.554828643798828125e+00,6.767080078125000000e+02
5.200000000000000000e+01,2.921856880187988281e+01,-4.584591865539550781e+00,6.755361328125000000e+02
5.300000000000000000e+01,2.928108978271484375e+01,-4.617595672607421875e+00,6.743560180664062500e+02
5.400000000000000000e+01,2.934556198120117188e+01,-4.651709079742431641e+00,6.731677246093750000e+02
5.500000000000000000e+01,2.940996551513671875e+01,-4.687295913696289062e+00,6.719711914062500000e+02
5.600000000000000000e+01,2.947619056701660156e+01,-4.724040031433105469e+00,6.707655029296875000e+02
5.700000000000000000e+01,2.954035377502441406e+01,-4.760929107666015625e+00,6.695543823242187500e+02
5.800000000000000000e+01,2.960723304748535156e+01,-4.795833110809326172e+00,6.683332519531250000e+02
5.900000000000000000e+01,-2.896323013305664062e+01,4.577610969543457031e+00,6.920313110351562500e+02
6.000000000000000000e+01,-2.902890777587890625e+01,4.736897945404052734e+00,7.015749511718750000e+02
6.100000000000000000e+01,-2.910184860229492188e+01,4.904882431030273438e+00,7.111546630859375000e+02
6.200000000000000000e+01,-2.916585350036621094e+01,5.088454723358154297e+00,7.207519531250000000e+02
6.300000000000000000e+01,-2.923391342163085938e+01,5.280666828155517578e+00,7.303872070312500000e+02
6.400000000000000000e+01,-2.929325485229492188e+01,5.486413955688476562e+00,7.400352783203125000e+02
6.500000000000000000e+01,-2.935699653625488281e+01,5.700255870819091797e+00,7.497249145507812500e+02
6.600000000000000000e+01,-2.941070365905761719e+01,5.926643371582031250e+00,7.594211425781250000e+02
6.700000000000000000e+01,-2.947013473510742188e+01,6.160944461822509766e+00,7.691636962890625000e+02
6.800000000000000000e+01,-2.951774787902832031e+01,6.406667232513427734e+00,7.789052734375000000e+02
6.900000000000000000e+01,-2.957245063781738281e+01,6.660695552825927734e+00,7.886989135742187500e+02
7.000000000000000000e+01,-2.961378288269042969e+01,6.924495220184326172e+00,7.984826660156250000e+02
7.100000000000000000e+01,-2.966309547424316406e+01,7.197649955749511719e+00,8.083257446289062500e+02
7.200000000000000000e+01,-2.969827079772949219e+01,7.478144168853759766e+00,8.181478881835937500e+02
7.300000000000000000e+01,-2.974120712280273438e+01,7.769755840301513672e+00,8.280387573242187500e+02
7.400000000000000000e+01,-2.977077484130859375e+01,8.065340042114257812e+00,8.378946533203125000e+02
7.500000000000000000e+01,-2.980583763122558594e+01,8.374512672424316406e+00,8.478319091796875000e+02
7.600000000000000000e+01,-2.983094596862792969e+01,8.683374404907226562e+00,8.577160034179687500e+02
7.700000000000000000e+01,-2.985590362548828125e+01,9.008786201477050781e+00,8.676991577148437500e+02
7.800000000000000000e+01,-2.987846374511718750e+01,9.328968048095703125e+00,8.776033325195312500e+02
7.900000000000000000e+01,-2.989016914367675781e+01,9.668577194213867188e+00,8.876340942382812500e+02
8.000000000000000000e+01,-2.991283035278320312e+01,9.998227119445800781e+00,8.975462646484375000e+02
8.100000000000000000e+01,-2.990735435485839844e+01,1.034893512725830078e+01,9.076313476562500000e+02
8.200000000000000000e+01,-2.993296813964843750e+01,1.068680858612060547e+01,9.175302734375000000e+02
8.300000000000000000e+01,-2.990645599365234375e+01,1.104443740844726562e+01,9.276875000000000000e+02
8.400000000000000000e+01,-2.993675422668457031e+01,1.139117622375488281e+01,9.375356445312500000e+02
