1.000000000000000000e+00,1.200000000000000000e+04,2.894191589999999792e+02,0.000000000000000000e+00
2.000000000000000000e+00,1.200000000000000000e+04,2.894191589999999792e+02,6.000000000000000000e+02
3.000000000000000000e+00,1.200000000000000000e+04,-7.217814939999999524e+02,6.000000000000000000e+02
4.000000000000000000e+00,1.200000000000000000e+04,-7.217814939999999524e+02,0.000000000000000000e+00
5.000000000000000000e+00,1.500000000000000000e+04,-9.842474369999999908e+02,6.000000000000000000e+02
6.000000000000000000e+00,1.500000000000000000e+04,-5.144284059999999954e+02,6.000000000000000000e+02
7.000000000000000000e+00,8.000000000000000000e+03,1.361215940000000046e+03,0.000000000000000000e+00
8.000000000000000000e+00,8.000000000000000000e+03,1.361215940000000046e+03,6.000000000000000000e+02
9.000000000000000000e+00,1.500000000000000000e+04,-9.842474369999999908e+02,0.000000000000000000e+00
1.000000000000000000e+01,1.500000000000000000e+04,-5.144284059999999954e+02,0.000000000000000000e+00
1.100000000000000000e+01,8.000000000000000000e+03,-3.718268130000000156e+02,6.000000000000000000e+02
1.200000000000000000e+01,8.000000000000000000e+03,-3.718268130000000156e+02,0.000000000000000000e+00
1.300000000000000000e+01,6.000000000000000000e+03,-1.968494870000000105e+02,6.000000000000000000e+02
1.400000000000000000e+01,6.000000000000000000e+03,-1.968494870000000105e+02,0.000000000000000000e+00
1.500000000000000000e+01,6.000000000000000000e+03,1.897114260000000058e+03,6.000000000000000000e+02
1.600000000000000000e+01,6.000000000000000000e+03,1.897114260000000058e+03,0.000000000000000000e+00
1.700000000000000000e+01,3.750000000000000000e+03,2.500000000000000000e+03,0.000000000000000000e+00
1.800000000000000000e+01,3.750000000000000000e+03,2.500000000000000000e+03,6.000000000000000000e+02
1.900000000000000000e+01,3.750000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+01,3.750000000000000000e+03,0.000000000000000000e+00,6.000000000000000000e+02
2.100000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.200000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.000000000000000000e+02
2.300000000000000000e+01,0.000000000000000000e+00,2.500000000000000000e+03,0.000000000000000000e+00
2.400000000000000000e+01,0.000000000000000000e+00,2.500000000000000000e+03,6.000000000000000000e+02
2.500000000000000000e+01,1.200000000000000000e+04,2.894191589999999792e+02,1.000000000000000000e+02
